Age,DistToWork,Education,Ethnic,Gender,HomeType,Income,MarStatus,NbrInHouseHold,NbrInHouseholdUnder18,Rider,YrsInArea
6,10,4,White,F,House,6,Married,4,0,0,5
3,11,6,Hispanic,F,House,8,Married,3,1,0,3
7,14,5,White,F,House,4,Divorced,1,0,1,5
2,11,4,White,M,Apartment,1,Single,1,0,1,5
5,13,5,Asian,M,House,7,Married,5,3,0,3
3,12,3,Hispanic,F,Other,6,Married,5,3,0,5
3,10,4,White,F,House,7,Divorced,1,0,0,2
2,10,3,Black,M,House,7,Single,4,0,1,5
2,13,3,White,F,Other,3,Single,3,0,1,1
2,9,4,White,M,Apartment,4,Single,3,0,0,5
4,10,3,Black,F,House,8,Married,3,1,0,5
4,9,4,Black,F,Condo,3,Married,5,1,1,5
4,11,6,White,F,Other,5,Divorced,1,0,1,5
2,17,2,Hispanic,M,House,2,LivTogether,4,0,1,5
2,13,3,Black,F,Apartment,5,Married,2,0,0,1
4,14,6,Other,M,House,7,Divorced,1,0,0,5
6,12,4,White,F,Condo,2,Divorced,2,0,1,5
3,11,5,White,M,Apartment,6,Single,1,0,0,3
3,8,3,White,M,House,4,Single,1,0,1,5
7,11,5,Asian,M,House,9,Married,2,0,0,5
4,12,3,Other,F,House,8,Married,4,2,0,4
5,15,5,Black,F,House,8,Divorced,2,0,0,5
3,10,6,White,M,Condo,5,Single,1,0,1,5
4,14,5,White,F,House,8,Married,2,0,0,2
6,12,3,White,F,Condo,6,Married,2,0,0,5
3,10,1,Hispanic,F,House,6,Married,5,2,0,5
2,12,4,Other,F,House,1,Single,6,1,1,4
2,13,3,Hispanic,F,Condo,6,Married,2,0,1,5
1,12,2,Hispanic,M,House,1,Single,7,5,1,2
1,11,2,White,F,House,1,Single,4,2,1,5
3,13,4,Black,M,Apartment,6,LivTogether,2,0,0,3
5,10,4,White,F,House,6,Married,2,0,0,5
5,16,6,White,F,House,8,Married,4,0,0,2
5,14,4,Other,M,House,8,Married,4,2,0,4
4,11,5,White,F,House,8,Married,4,2,0,5
1,7,2,White,F,House,1,Single,4,2,1,5
1,11,3,Black,F,Apartment,3,Single,7,3,1,5
2,8,4,White,M,Apartment,4,Single,2,0,0,1
2,11,4,Black,F,House,1,Single,6,2,1,5
5,10,4,White,M,House,6,Married,5,0,0,5
1,7,1,NativeAm,F,House,1,Single,4,2,1,5
3,11,4,White,F,Apartment,5,Married,5,3,1,5
4,13,4,Black,M,House,7,Married,4,2,0,5
3,13,4,Asian,M,Apartment,2,Married,3,1,1,4
4,14,4,White,M,Condo,8,LivTogether,2,0,0,2
1,9,2,Asian,M,House,9,Single,4,2,1,5
4,9,4,Asian,F,House,6,Married,5,3,0,5
4,14,5,White,F,House,8,Married,4,2,0,5
2,10,3,Black,M,Apartment,3,LivTogether,3,0,1,4
2,12,4,White,M,Apartment,1,Single,2,0,1,5
3,13,4,White,F,House,8,Married,2,0,0,4
7,16,4,White,F,Condo,3,Widowed,1,0,1,1
1,12,2,Hispanic,F,House,1,Single,5,2,1,5
4,8,6,White,F,House,9,Married,3,1,0,5
4,11,3,White,F,House,8,Divorced,1,0,0,3
3,10,4,Black,F,Apartment,7,LivTogether,2,0,0,3
4,10,6,Black,M,Apartment,7,Single,1,0,0,5
2,14,4,White,M,House,9,Single,9,6,0,5
2,13,4,Black,M,Condo,8,Single,3,0,0,5
4,9,3,Hispanic,M,House,5,Married,2,3,1,2
6,12,5,Asian,M,House,8,Married,3,0,0,5
4,13,6,White,M,Condo,9,Married,3,1,0,5
2,9,4,Asian,F,Apartment,2,Married,2,0,1,1
3,10,4,NativeAm,F,House,9,Married,2,0,0,5
7,15,4,Black,F,House,2,Widowed,1,0,1,5
5,7,6,White,F,Apartment,6,Divorced,1,0,1,4
4,9,5,Asian,M,Condo,7,Single,1,0,0,5
4,15,4,White,F,House,3,Single,3,0,1,5
2,12,3,Black,F,House,8,Single,4,1,1,5
3,11,3,Asian,M,Apartment,6,Single,1,0,0,3
2,12,4,White,F,Apartment,2,LivTogether,2,0,1,4
3,15,6,White,M,Condo,7,Single,1,0,0,3
3,12,6,White,F,House,2,Divorced,3,0,1,5
4,13,5,Black,F,House,7,Married,2,0,1,5
3,10,4,Hispanic,F,Apartment,2,Married,1,0,1,1
6,12,3,White,F,Condo,6,Married,2,0,0,5
3,16,5,White,F,Other,2,Married,2,0,0,3
4,11,4,White,F,House,4,Divorced,2,1,0,5
3,12,5,Black,M,Apartment,8,LivTogether,2,0,0,5
5,14,6,White,M,House,8,LivTogether,2,0,0,5
6,7,5,White,M,House,8,LivTogether,2,0,0,5
3,13,5,Black,M,Condo,7,Married,3,1,0,4
3,13,3,White,M,Apartment,2,Divorced,1,0,1,3
1,9,2,Hispanic,F,House,6,LivTogether,8,3,1,5
7,9,4,White,F,Mobile,4,Married,2,0,1,5
4,11,6,Other,M,House,9,Married,2,0,0,5
5,13,5,White,M,House,9,Married,3,0,0,5
1,13,2,White,M,House,1,Single,3,2,1,5
6,12,6,White,F,House,7,Married,2,0,0,5
1,13,2,White,F,House,1,Single,6,3,1,1
6,9,4,White,F,Apartment,2,Divorced,1,0,0,4
7,12,3,White,F,Apartment,1,Divorced,1,0,1,3
2,15,2,Asian,F,Apartment,4,LivTogether,2,0,0,2
7,11,3,White,M,House,4,Married,2,0,0,5
1,9,2,White,F,House,1,Single,9,5,1,2
7,14,4,White,M,House,6,Married,2,0,0,5
5,6,4,Pacific,F,Condo,4,Divorced,2,0,1,5
7,7,6,White,M,House,9,Married,3,3,0,5
3,13,3,White,F,Apartment,2,Married,4,2,0,5
3,13,6,White,F,House,9,Married,2,0,0,5
1,11,2,White,F,House,1,Single,4,1,1,5
4,13,6,White,F,House,9,Married,3,1,0,5
4,7,5,Black,F,Apartment,6,Divorced,1,0,0,2
2,11,4,White,M,Apartment,4,Single,6,0,0,5
3,9,4,White,F,House,8,Married,5,3,0,5
5,7,5,Hispanic,M,House,7,Married,2,0,0,5
4,15,5,White,M,House,9,LivTogether,2,0,0,5
3,6,4,Asian,M,House,2,Single,6,2,1,4
3,9,4,White,M,Apartment,6,Single,1,0,0,4
2,11,4,White,M,House,4,Single,4,1,1,5
7,7,4,White,M,House,6,Married,2,0,0,5
4,11,6,White,M,Apartment,5,Divorced,2,0,0,4
3,11,3,White,M,Apartment,4,Divorced,1,0,0,5
1,12,1,White,F,House,1,Single,4,2,1,5
4,7,6,White,F,House,7,Married,4,2,0,4
2,14,3,Hispanic,F,Apartment,3,Divorced,1,0,0,2
1,17,2,Pacific,M,Condo,9,LivTogether,2,0,0,2
5,16,4,White,F,Apartment,3,Divorced,2,0,1,5
6,11,6,White,M,House,9,Married,2,0,0,5
4,11,4,White,F,House,4,Divorced,3,0,1,5
1,18,2,White,F,House,1,Single,4,2,1,5
4,10,4,Hispanic,F,House,8,Married,3,0,0,5
2,12,3,White,M,House,1,Single,4,0,1,2
4,9,6,White,M,Apartment,8,Single,1,0,0,5
6,16,3,White,F,Mobile,6,Married,2,0,0,2
4,16,4,White,M,House,9,Married,4,2,0,5
2,11,4,Asian,M,House,3,Single,5,1,1,5
4,14,5,White,F,Apartment,8,LivTogether,2,0,0,5
5,14,4,White,F,Other,8,Married,2,0,0,2
6,8,4,Other,M,House,6,Single,1,0,0,5
4,11,6,White,F,House,9,Divorced,2,1,0,5
2,6,2,Hispanic,M,House,1,Single,4,1,1,2
5,12,4,White,F,House,9,Married,2,0,0,4
3,8,4,Hispanic,F,House,6,Divorced,4,3,0,5
5,11,4,White,F,House,8,Married,2,0,0,5
6,11,3,Pacific,M,House,7,Married,4,1,0,3
7,6,3,White,M,House,2,Married,2,0,0,5
6,13,3,White,F,House,1,Widowed,1,0,1,5
6,12,4,White,M,House,7,Married,2,0,0,5
5,9,3,White,M,House,8,Married,4,1,0,5
2,16,5,White,M,Apartment,7,LivTogether,3,0,0,2
2,12,4,Hispanic,F,House,2,Single,4,0,1,5
4,11,3,White,F,Apartment,2,Married,3,0,1,5
1,10,1,Hispanic,F,House,1,Single,8,8,1,5
4,15,5,White,F,House,9,Married,4,2,0,5
3,13,3,Black,M,Apartment,8,Single,1,0,0,3
5,17,4,White,M,House,8,Divorced,2,1,0,5
1,14,2,White,F,House,1,Single,4,2,1,5
7,9,4,White,M,House,8,Married,2,0,0,5
6,16,3,Hispanic,M,House,3,Divorced,1,0,1,5
4,13,6,White,F,House,7,Married,4,2,0,5
4,11,6,White,F,House,9,Married,4,2,0,5
2,10,4,White,F,Apartment,3,Married,2,0,0,5
2,16,3,Black,M,House,9,Single,5,0,0,5
2,11,4,Hispanic,M,House,1,Single,3,1,1,5
4,10,2,Black,M,House,4,Married,6,2,1,5
2,13,2,Asian,F,House,6,Single,4,1,1,5
2,12,4,White,F,House,1,LivTogether,5,1,1,4
5,11,4,Black,F,Condo,3,Divorced,3,0,1,5
6,12,6,White,F,House,4,Divorced,2,0,0,5
5,11,2,White,F,Mobile,4,Divorced,1,0,1,5
1,19,2,White,F,House,1,Single,5,3,1,5
2,10,4,White,M,Apartment,3,Single,2,0,1,4
3,12,4,Hispanic,M,House,4,Single,2,0,1,2
4,13,4,White,M,House,7,LivTogether,2,0,0,2
5,11,6,White,F,House,9,Married,2,0,0,5
1,12,2,Hispanic,M,Condo,1,Single,3,0,1,4
5,8,5,White,M,House,8,Married,3,0,0,5
5,9,4,White,M,House,8,Single,2,0,0,5
3,12,5,White,M,House,6,Single,2,0,0,2
3,14,4,Other,F,House,3,Single,7,4,1,4
5,10,4,White,M,House,7,Married,5,1,0,5
3,11,4,White,F,Apartment,3,Married,4,2,1,4
4,11,6,Asian,M,House,9,Married,4,2,0,4
4,12,4,White,F,House,1,Single,4,1,1,4
1,15,2,White,F,House,7,Single,9,6,1,5
2,13,4,White,F,House,8,Single,3,0,0,5
4,13,5,White,M,House,8,Married,2,0,0,5
1,14,2,Black,M,House,7,Single,5,1,1,2
3,11,5,White,M,Apartment,3,Single,2,0,1,3
2,11,4,Black,M,Apartment,5,Single,1,0,0,5
4,10,6,White,M,House,8,Divorced,1,0,0,5
6,15,4,White,M,House,3,Widowed,1,0,0,4
4,11,4,White,M,House,6,Single,1,0,0,3
4,10,5,White,F,House,9,Married,2,0,0,3
3,9,3,White,F,Apartment,4,Married,2,0,0,5
2,10,3,White,M,Apartment,6,Divorced,2,0,0,2
3,11,4,White,F,Apartment,5,Divorced,1,0,0,3
1,8,2,White,F,House,1,Single,5,1,1,5
2,11,4,White,M,House,5,Divorced,1,0,1,5
4,14,3,Hispanic,F,House,5,Married,5,2,0,5
2,16,4,White,F,House,8,Single,4,1,1,5
6,15,3,White,F,House,9,Widowed,1,0,0,5
1,10,1,White,F,House,1,Single,4,2,1,5
3,15,5,White,M,Apartment,2,Single,1,0,1,4
2,13,4,White,M,House,9,Single,4,0,1,5
3,15,4,White,F,Condo,6,LivTogether,2,0,0,2
2,12,3,Hispanic,M,Apartment,9,Single,5,0,0,3
4,9,3,White,F,Condo,5,Divorced,1,0,0,5
4,8,4,Black,F,House,5,Divorced,3,2,1,4
4,16,3,White,M,House,5,Married,4,2,1,5
1,13,2,White,F,House,1,Single,4,1,1,5
1,13,3,White,F,House,9,LivTogether,5,3,1,4
1,12,1,Hispanic,F,Apartment,1,Single,3,2,1,5
6,17,3,Asian,F,House,1,Married,4,0,1,5
3,6,4,Other,M,Apartment,6,Single,1,0,0,4
6,10,6,White,F,House,5,Divorced,1,0,1,3
2,12,3,Hispanic,F,Apartment,7,Single,4,3,1,5
2,10,2,Black,F,House,8,Single,2,0,0,5
4,11,4,White,M,House,8,Married,2,0,0,5
3,9,3,White,F,House,7,Married,5,3,0,4
2,12,4,Black,F,House,1,Single,3,1,1,5
3,12,4,White,F,House,6,LivTogether,4,2,0,4
1,11,2,White,F,Condo,1,Single,3,1,1,5
4,16,5,Black,F,House,8,Married,4,2,0,5
2,12,4,Other,M,Condo,2,Single,3,0,1,5
1,11,2,White,F,House,1,Single,3,2,1,5
7,10,5,Asian,M,House,9,Married,2,0,0,5
4,10,5,White,F,Condo,6,Divorced,2,1,1,5
2,14,4,White,M,House,7,Single,6,3,1,5
7,13,6,White,M,House,6,Married,2,0,0,3
3,10,4,Black,M,Apartment,5,Divorced,1,0,0,5
1,12,2,White,F,House,1,Single,4,2,1,5
2,15,5,White,F,Apartment,2,Married,2,0,1,2
3,12,4,White,F,Apartment,4,LivTogether,2,0,1,2
2,13,4,Black,F,Apartment,5,Married,2,0,0,3
2,10,3,Hispanic,M,House,3,Single,8,4,1,5
4,5,6,White,M,Condo,9,LivTogether,2,0,0,4
5,7,6,White,F,Apartment,1,Widowed,1,0,1,5
1,11,2,NativeAm,F,House,1,Single,4,1,1,2
1,13,2,White,M,House,1,Single,4,1,1,5
5,9,5,White,F,Condo,7,Married,2,0,0,5
4,9,3,Black,M,Apartment,3,Divorced,1,0,0,2
3,16,4,Black,F,House,8,Married,4,2,0,5
1,13,2,Hispanic,M,House,1,Single,4,2,1,5
3,10,5,White,F,House,7,Married,2,0,0,5
4,9,6,Black,F,Apartment,8,Married,3,1,0,5
3,12,4,White,M,House,7,Single,2,0,0,2
2,9,3,Hispanic,M,House,1,Single,4,1,1,4
2,7,4,White,F,Apartment,1,LivTogether,3,0,0,5
4,11,6,White,F,Condo,5,Divorced,1,0,0,2
7,6,5,White,F,Condo,9,Married,2,0,0,5
5,16,4,White,M,Apartment,4,Single,1,0,0,5
3,14,3,White,M,House,5,LivTogether,2,0,0,5
2,16,4,White,M,House,3,Single,8,2,1,2
4,14,4,White,M,Apartment,4,Single,1,0,0,5
1,8,2,Other,F,House,1,Single,5,1,1,5
3,7,6,Hispanic,F,Apartment,6,Married,2,0,0,2
4,14,4,White,F,House,9,Married,4,2,0,5
1,9,1,Asian,M,Apartment,1,Single,7,5,1,2
5,13,4,White,M,House,4,Divorced,3,0,0,5
2,8,4,NativeAm,M,House,3,Single,6,0,1,2
6,15,5,White,M,House,8,Married,2,0,0,5
1,12,2,Asian,M,House,9,Single,4,1,1,3
1,13,2,White,M,House,1,Single,4,1,1,5
7,12,3,White,M,House,5,Widowed,1,0,0,5
6,10,3,White,F,House,6,Widowed,1,0,0,5
3,11,6,White,F,House,8,Married,2,0,1,3
6,13,3,White,F,House,6,Married,4,0,0,5
4,11,4,NativeAm,M,House,9,Married,3,1,0,5
4,11,4,Hispanic,F,House,2,Divorced,2,3,1,5
7,13,3,White,M,House,5,Married,2,0,0,5
2,10,3,Hispanic,F,House,8,Single,4,0,1,5
5,15,3,White,F,House,8,Married,2,0,0,5
7,8,3,White,F,House,1,Divorced,2,0,1,5
3,15,3,Black,F,Apartment,4,Divorced,1,0,1,4
4,15,4,White,F,House,2,Married,2,0,1,5
4,9,6,White,F,Condo,8,Divorced,1,0,0,5
3,13,6,White,M,Apartment,6,Single,1,0,0,1
1,12,2,White,M,House,1,Single,4,2,1,2
7,14,4,White,F,House,5,Married,2,0,0,2
4,8,4,White,F,Apartment,3,Divorced,1,0,1,5
4,8,4,White,M,House,3,Single,1,0,1,5
2,14,3,Asian,F,House,6,Single,6,2,0,5
5,9,4,Hispanic,F,Condo,6,Married,2,0,1,5
1,9,2,Asian,M,House,1,Single,3,1,1,3
4,8,5,Hispanic,F,House,6,Divorced,1,0,0,5
4,8,5,White,F,House,9,Married,2,0,0,5
5,11,5,White,F,Apartment,8,Married,2,0,0,5
1,15,1,White,F,House,1,Single,5,3,1,4
1,12,2,White,M,Condo,1,Single,4,1,1,2
1,7,2,Black,F,House,3,Single,4,3,1,5
4,4,6,White,F,House,9,Married,3,1,0,5
5,10,4,White,F,House,4,Married,2,0,1,5
1,9,2,Black,M,Apartment,1,Single,3,2,1,5
6,9,3,White,F,Mobile,6,Divorced,1,0,1,5
3,11,5,Asian,M,Apartment,2,Single,2,0,1,2
5,9,5,White,F,House,8,Married,4,0,0,5
1,10,2,Hispanic,M,Apartment,1,LivTogether,2,1,1,5
6,7,4,White,F,House,6,Married,4,0,0,5
2,13,3,Asian,F,House,6,Single,5,0,1,5
6,11,5,Other,M,Other,7,Divorced,3,0,0,5
2,10,3,White,F,House,9,Single,5,0,1,5
3,11,6,White,M,Apartment,6,Single,1,0,0,2
7,13,3,White,M,House,6,Married,2,0,0,5
6,9,3,White,M,House,5,Married,2,0,0,4
4,13,4,White,M,House,8,Married,3,1,0,5
3,11,5,White,F,House,3,Divorced,1,0,0,1
2,11,5,White,M,Apartment,7,LivTogether,2,0,0,2
6,12,4,White,M,House,6,Married,2,0,0,5
6,14,5,White,F,House,6,Married,2,0,1,5
6,13,3,White,M,House,6,Married,2,0,0,5
1,7,2,White,M,House,1,Single,5,2,1,5
2,11,3,Other,M,House,6,Single,8,4,1,5
2,10,4,Hispanic,M,House,4,Single,1,0,1,2
4,16,4,White,F,Condo,9,Married,2,0,0,5
2,14,3,Hispanic,M,House,3,Single,3,0,1,5
7,13,5,White,M,House,3,Divorced,1,0,0,5
7,15,3,White,F,House,5,Married,2,0,0,5
5,10,6,White,M,House,9,Married,2,0,0,5
2,12,4,White,F,House,8,Single,4,1,1,5
7,13,6,White,M,House,7,Married,3,0,0,5
3,11,5,White,M,House,1,Single,3,0,1,5
7,11,3,White,F,Apartment,6,Married,2,0,0,5
4,10,5,Black,M,House,3,Single,1,0,1,5
3,9,3,Black,F,House,9,Divorced,5,4,0,5
4,14,4,White,F,House,5,Married,4,2,0,5
4,10,4,White,M,Apartment,6,Single,1,0,0,5
2,11,4,NativeAm,F,House,2,Single,4,0,1,4
3,15,3,Hispanic,M,Apartment,1,Single,3,0,1,3
3,16,4,White,F,Condo,8,Married,2,0,0,5
4,15,6,White,M,House,9,Married,2,0,0,5
6,10,4,White,M,Condo,3,Divorced,1,0,0,4
4,12,4,Black,F,House,5,Divorced,2,1,1,5
3,8,5,White,M,Apartment,6,Divorced,1,0,0,2
3,12,4,Hispanic,M,Apartment,1,Single,1,0,1,5
7,13,6,White,M,Apartment,6,Divorced,2,0,0,5
4,14,5,White,F,House,7,Married,3,1,0,5
3,13,3,Hispanic,F,House,8,Married,5,3,0,5
2,10,2,Other,F,House,8,Single,5,1,1,4
5,9,4,White,F,Condo,9,LivTogether,2,0,0,5
3,12,4,White,M,House,4,Married,2,0,1,2
2,11,3,White,F,House,1,Single,5,2,1,5
2,15,4,White,F,Other,7,Single,3,1,1,5
5,11,4,Black,M,House,8,Married,3,1,0,5
3,10,4,White,M,House,7,Married,5,3,0,2
3,10,3,Other,F,Apartment,1,Divorced,2,1,1,5
1,12,2,White,F,House,1,Single,2,1,1,5
1,14,1,White,F,House,1,Single,3,2,1,5
4,14,4,White,F,House,8,Married,4,2,0,5
3,12,5,White,F,House,4,Married,4,1,1,2
5,11,6,White,F,House,8,LivTogether,1,0,1,5
3,15,3,White,M,House,2,Single,2,0,1,5
2,14,4,White,M,House,3,Single,3,1,0,5
3,14,4,Pacific,F,Apartment,4,Married,2,0,1,5
4,14,4,White,M,House,8,Married,4,2,0,5
5,8,6,White,F,House,8,Married,2,0,0,5
2,14,4,Black,F,House,8,Single,3,0,1,5
3,16,6,White,F,House,8,Married,4,2,0,2
4,9,3,White,F,House,8,Married,2,0,0,5
1,12,1,Asian,M,House,1,Single,4,0,1,5
2,12,4,White,M,House,1,Single,4,2,1,3
6,18,6,White,M,Apartment,9,Widowed,2,0,0,5
7,5,4,White,F,House,3,Widowed,1,0,1,5
4,15,5,Pacific,M,House,8,Married,6,3,0,5
1,14,2,White,F,House,2,Single,3,2,1,5
3,11,4,White,M,Apartment,4,Single,3,0,0,2
6,10,4,White,F,House,8,Married,3,0,0,4
7,8,3,White,F,House,2,Married,3,0,1,2
7,14,5,White,M,Condo,8,Married,2,0,0,5
3,10,6,Asian,F,Apartment,9,Married,2,0,0,2
4,11,3,White,M,Apartment,5,Divorced,1,0,0,5
1,15,2,Hispanic,F,House,8,Single,5,3,0,5
3,11,5,Other,M,Apartment,2,Divorced,1,0,1,2
3,12,3,Hispanic,M,House,4,Single,2,0,1,5
5,10,4,NativeAm,M,House,8,Married,3,0,0,5
4,12,4,White,M,House,9,Married,4,2,0,3
2,12,3,Other,F,Apartment,3,Single,2,0,1,5
1,10,1,Hispanic,F,House,1,Single,4,1,1,4
4,16,3,Black,F,Apartment,1,Divorced,2,1,1,5
2,10,3,Pacific,F,House,1,Single,5,1,1,5
2,13,4,Asian,F,House,7,Single,7,0,1,5
1,15,2,Black,F,House,1,Single,6,4,1,5
7,7,4,White,F,House,4,Married,2,0,0,5
3,13,5,White,F,House,9,Married,3,1,0,2
1,11,2,Asian,M,House,1,Single,4,1,1,5
5,13,6,Black,M,House,8,Married,2,1,0,5
6,10,3,White,F,House,5,Married,2,0,0,5
5,11,3,Black,F,House,3,Divorced,1,0,0,4
4,10,6,White,M,House,9,Married,3,1,0,5
6,15,2,Black,M,House,2,Married,7,3,0,5
4,12,4,Hispanic,F,House,7,Married,2,0,1,5
2,9,5,White,F,House,5,Single,5,2,1,4
2,9,3,White,F,Condo,1,Single,6,2,1,5
5,13,4,White,F,House,9,Married,2,0,0,2
5,12,5,White,F,House,9,Married,3,0,0,1
2,11,4,White,M,House,3,Single,3,0,1,5
7,9,4,White,M,Condo,6,Married,2,0,0,5
1,12,1,White,M,House,1,Single,5,3,1,4
2,13,3,White,M,Apartment,2,Single,3,0,1,2
7,11,2,White,M,House,2,Divorced,1,0,0,5
6,9,4,White,F,Apartment,5,Divorced,2,0,1,3
6,11,6,White,F,House,9,Married,2,0,0,5
3,16,4,White,F,Apartment,1,Divorced,3,2,0,5
3,10,4,White,F,Condo,5,Divorced,4,3,0,5
4,10,4,White,M,House,8,Married,5,3,0,4
2,7,4,White,F,House,1,Single,3,0,1,5
3,15,3,Other,M,Apartment,5,Divorced,3,0,0,5
4,9,4,White,M,House,9,LivTogether,2,0,0,3
3,12,4,White,M,Apartment,5,Divorced,1,0,0,2
3,11,4,White,F,House,6,Married,4,2,0,5
7,5,5,White,F,House,9,Married,2,0,0,5
2,11,4,White,M,House,1,Single,6,0,1,4
2,9,4,Black,M,House,2,Single,6,2,1,5
1,10,2,White,F,House,1,Single,4,2,1,5
2,11,3,Hispanic,F,House,1,Single,7,4,1,5
5,12,3,White,F,House,7,Married,4,2,0,5
3,15,4,Black,M,Apartment,7,LivTogether,1,0,0,3
7,11,1,White,F,Apartment,1,Divorced,1,0,1,5
5,12,4,White,F,Other,5,Widowed,1,0,0,4
7,11,3,White,F,Mobile,9,Married,2,0,0,5
3,9,3,Hispanic,M,Apartment,2,Single,2,0,1,1
7,13,5,White,M,House,9,Married,2,0,0,5
3,11,4,Pacific,M,House,2,LivTogether,1,0,1,5
4,14,4,Black,F,House,5,Married,5,3,0,5
2,13,2,Asian,F,House,8,Single,4,1,1,5
1,12,2,White,F,House,1,Single,3,2,1,5
2,11,5,White,F,Apartment,8,LivTogether,2,0,0,4
3,17,3,White,F,Apartment,6,Married,7,5,0,1
4,8,4,Hispanic,M,House,7,Married,6,2,0,5
5,10,4,White,F,House,8,Married,3,0,0,5
1,15,2,Hispanic,F,House,1,Single,3,2,1,5
2,16,3,White,F,House,8,Single,4,1,0,5
6,17,4,Hispanic,F,House,7,Married,2,0,0,5
3,16,5,White,F,Apartment,9,LivTogether,2,0,0,3
2,8,4,White,M,Apartment,1,LivTogether,2,0,1,2
7,10,4,White,F,House,5,Married,2,0,0,5
1,8,1,White,M,House,8,Single,4,2,0,5
3,10,5,White,M,House,4,Single,3,0,0,1
4,10,4,White,F,Condo,6,Divorced,2,1,1,5
3,14,4,White,M,House,6,Divorced,1,0,0,3
5,9,3,White,F,House,9,Married,2,0,0,5
1,16,2,White,F,House,4,Single,3,1,1,5
6,12,4,White,M,House,6,Married,2,0,0,5
5,9,4,White,F,House,9,Married,3,0,0,5
3,12,6,White,M,Apartment,6,Single,1,0,0,2
1,12,2,White,M,House,1,Single,3,1,1,5
5,12,3,Hispanic,M,House,8,Widowed,3,2,0,5
7,11,4,White,M,House,5,Married,2,0,0,5
2,10,4,White,F,House,3,LivTogether,2,0,0,5
3,9,4,White,M,Other,2,Single,3,0,1,3
6,10,5,White,M,House,4,Married,2,0,0,5
4,14,4,Hispanic,M,Apartment,7,Divorced,1,0,0,5
3,12,4,White,M,House,6,Married,3,1,0,4
3,10,4,White,F,House,8,Married,2,0,0,4
2,11,3,White,F,Apartment,1,Single,4,2,1,2
4,9,4,Black,M,House,7,Married,2,0,0,4
1,7,2,Hispanic,F,House,1,Single,4,2,1,5
4,13,3,White,M,House,1,Single,3,0,0,5
6,9,4,White,F,Apartment,2,Divorced,1,0,0,4
3,12,4,White,M,Other,1,Single,3,0,1,3
4,13,4,White,F,Condo,9,Married,4,2,0,5
3,12,4,White,F,House,7,Married,2,0,1,5
2,14,4,White,F,House,1,Single,5,2,1,5
5,11,4,White,M,Condo,6,Married,2,0,0,5
3,13,4,White,M,House,1,Single,3,0,1,5
3,14,4,Black,M,Apartment,6,LivTogether,1,0,0,3
2,11,2,White,M,Condo,1,Single,4,1,1,5
2,12,4,Other,F,House,1,Single,6,1,1,5
4,9,4,White,F,House,6,Married,5,3,0,5
4,10,4,Asian,F,House,8,Married,2,0,0,5
4,9,6,Asian,F,Other,5,Divorced,3,0,1,2
3,12,4,NativeAm,M,House,6,Married,3,0,0,3
6,14,4,Hispanic,F,Condo,7,Married,2,0,0,5
4,15,4,White,M,Apartment,6,LivTogether,2,0,0,5
4,11,4,Asian,M,House,8,Married,5,3,0,5
2,17,4,White,M,Apartment,4,LivTogether,2,0,0,5
1,14,2,Hispanic,F,House,1,Single,5,3,1,2
4,10,4,White,M,Apartment,4,Single,1,0,0,5
4,8,6,White,F,House,7,Married,3,1,0,5
2,12,4,White,M,Apartment,2,Single,1,0,1,5
1,12,2,White,M,House,1,Single,3,0,1,5
3,12,5,Pacific,F,Condo,9,LivTogether,2,0,0,5
2,11,4,White,F,Apartment,4,LivTogether,2,0,0,5
2,11,3,Hispanic,F,Apartment,7,Married,4,2,0,5
4,15,4,White,F,House,8,Married,5,3,0,4
4,15,4,Asian,F,House,9,Married,2,0,0,5
4,10,5,White,F,Condo,7,Married,2,1,1,5
6,12,5,White,F,House,5,Married,4,1,0,5
7,9,3,White,F,Apartment,1,Widowed,1,0,1,5
2,14,2,White,M,House,9,Single,4,1,1,5
2,14,2,White,F,House,1,Single,4,0,1,5
3,4,4,White,F,House,7,Married,3,1,0,3
2,18,3,Other,M,Apartment,4,Divorced,1,0,0,2
5,12,3,White,F,House,8,Married,4,1,0,5
3,11,5,Black,F,Condo,8,Married,2,0,0,3
6,12,3,White,F,House,1,Married,2,0,1,5
4,12,3,Hispanic,M,House,6,Married,4,2,1,5
2,13,4,White,F,House,2,Single,4,1,1,5
6,11,4,White,F,Apartment,7,Widowed,1,0,0,4
4,10,6,White,M,House,9,Married,4,2,0,5
2,16,4,White,M,Other,1,Single,3,0,1,2
2,10,3,Black,F,Apartment,6,Single,2,0,0,5
1,9,2,Black,M,Apartment,1,Single,7,5,1,5
2,11,4,White,M,House,7,Single,1,0,0,5
5,16,4,White,F,Condo,8,Married,2,0,0,3
2,14,3,Other,M,Other,5,Single,5,0,0,2
3,14,2,Hispanic,F,Apartment,5,Married,4,2,1,3
2,10,3,Other,M,House,5,Single,1,0,0,4
2,9,4,White,M,House,6,Single,3,0,0,5
1,9,2,Other,M,Other,8,Single,4,0,1,4
3,12,4,Black,F,Apartment,2,Married,3,1,1,5
2,9,4,White,M,House,2,Single,3,1,1,4
4,9,5,Asian,M,Apartment,6,Single,1,0,0,5
3,12,6,White,M,House,7,Single,1,0,0,4
1,9,2,White,F,House,1,Single,4,2,1,5
1,15,1,Black,F,House,1,Single,6,3,1,5
5,10,4,White,F,House,8,Married,5,1,0,5
4,16,5,White,M,Apartment,4,Single,1,0,1,4
